Device: DAQ 4
Serial Number: 2135C5F
Channel Count: 7
Sample Count: 3986
Start Time: 8/25/2023 10:24:33 AM
Scan Rate: 1
Sample,Date/Time,Engine Inlet Left (°C),TC15 (°C),TESS Out (°C),Engine Exhaust (°C),Engine Inlet Right (°C),TC18 (°C),TESS In (°C)
297,8/25/2023 10:29:30 AM,50.907,29.777,30.041,113.556,55.315,29.458,28.083
298,8/25/2023 10:29:31 AM,50.929,29.683,30.079,113.164,52.837,29.532,28.009
299,8/25/2023 10:29:32 AM,58.254,29.500,30.116,113.245,51.418,29.481,27.988
300,8/25/2023 10:29:33 AM,65.396,29.788,30.051,113.143,49.527,29.481,28.135
301,8/25/2023 10:29:34 AM,66.937,29.708,30.192,112.926,46.563,29.437,28.076
302,8/25/2023 10:29:35 AM,71.816,29.540,30.039,112.517,45.894,29.523,28.133
303,8/25/2023 10:29:36 AM,72.726,29.666,30.121,112.227,46.980,29.421,28.163
304,8/25/2023 10:29:37 AM,75.111,29.777,30.114,112.002,44.524,29.500,28.081
305,8/25/2023 10:29:38 AM,76.723,29.668,30.108,111.699,43.670,29.620,28.083
306,8/25/2023 10:29:39 AM,73.888,29.500,29.999,111.560,45.243,29.523,27.898
307,8/25/2023 10:29:40 AM,74.827,29.368,30.028,111.314,45.228,29.523,28.001
308,8/25/2023 10:29:41 AM,74.755,29.471,30.043,111.053,47.053,29.465,28.030
309,8/25/2023 10:29:42 AM,75.772,29.412,29.940,110.821,48.022,29.479,28.060
310,8/25/2023 10:29:43 AM,75.972,29.456,29.955,110.769,48.303,29.500,28.022
311,8/25/2023 10:29:44 AM,74.297,29.339,29.881,110.747,47.745,29.404,28.057
312,8/25/2023 10:29:45 AM,74.297,29.280,29.926,110.695,49.067,29.572,28.108
313,8/25/2023 10:29:46 AM,73.260,29.156,29.963,110.666,46.782,29.307,28.123
314,8/25/2023 10:29:47 AM,72.917,29.127,29.890,110.593,46.391,29.469,28.152
315,8/25/2023 10:29:48 AM,73.303,29.215,29.905,110.463,47.028,29.528,27.990
316,8/25/2023 10:29:49 AM,73.332,29.068,29.919,110.055,44.723,29.511,28.032
317,8/25/2023 10:29:50 AM,71.914,29.185,29.934,109.499,43.919,29.519,28.026
318,8/25/2023 10:29:51 AM,71.112,28.979,29.949,109.346,46.259,29.555,28.091
319,8/25/2023 10:29:52 AM,74.076,29.038,29.919,109.164,46.743,29.473,28.039
320,8/25/2023 10:29:53 AM,73.217,29.024,29.978,108.969,47.503,29.570,28.150
321,8/25/2023 10:29:54 AM,73.847,29.171,29.905,108.853,45.752,29.511,28.106
322,8/25/2023 10:29:55 AM,73.088,29.156,29.963,108.225,45.601,29.607,27.967
323,8/25/2023 10:29:56 AM,73.324,29.103,29.970,108.175,44.348,29.528,27.990
324,8/25/2023 10:29:57 AM,69.772,29.045,29.955,107.987,43.623,29.469,27.887
325,8/25/2023 10:29:58 AM,69.392,29.051,29.991,107.834,44.354,29.460,27.982
326,8/25/2023 10:29:59 AM,70.752,29.080,29.976,107.842,45.116,29.484,27.975
327,8/25/2023 10:30:00 AM,71.088,29.087,29.923,107.594,44.259,29.643,28.106
328,8/25/2023 10:30:01 AM,69.762,29.034,29.974,107.342,43.919,29.578,27.938
329,8/25/2023 10:30:02 AM,71.215,29.070,29.921,106.966,44.108,29.563,28.114
330,8/25/2023 10:30:03 AM,70.748,29.179,29.913,107.045,45.230,29.467,28.047
331,8/25/2023 10:30:04 AM,69.995,29.185,29.905,106.632,43.467,29.561,28.127
332,8/25/2023 10:30:05 AM,69.471,29.118,29.852,106.588,43.961,29.502,28.039
333,8/25/2023 10:30:06 AM,67.816,29.080,29.947,106.580,45.127,29.597,27.927
334,8/25/2023 10:30:07 AM,67.842,29.196,29.915,106.499,44.698,29.618,28.022
335,8/25/2023 10:30:08 AM,64.287,29.225,30.003,106.233,43.386,29.509,28.001
336,8/25/2023 10:30:09 AM,63.677,29.408,29.995,106.196,44.669,29.544,27.978
337,8/25/2023 10:30:10 AM,63.648,29.320,29.936,105.930,45.054,29.626,28.104
338,8/25/2023 10:30:11 AM,66.057,29.276,29.980,105.820,43.465,29.544,28.066
339,8/25/2023 10:30:12 AM,65.828,29.423,29.995,105.525,42.312,29.553,28.015
340,8/25/2023 10:30:13 AM,67.118,29.555,29.951,105.323,41.774,29.597,27.971
341,8/25/2023 10:30:14 AM,67.290,29.790,29.907,105.137,43.127,29.599,28.032
342,8/25/2023 10:30:15 AM,67.697,29.620,29.913,104.984,43.902,29.488,28.156
343,8/25/2023 10:30:16 AM,66.307,29.532,30.075,104.848,43.243,29.481,28.003
344,8/25/2023 10:30:17 AM,65.060,29.591,30.045,104.227,42.285,29.628,28.106
345,8/25/2023 10:30:18 AM,64.922,29.788,30.154,104.198,48.935,29.599,28.047
346,8/25/2023 10:30:19 AM,59.210,29.656,30.066,104.270,50.249,29.599,28.150
347,8/25/2023 10:30:20 AM,57.362,29.647,30.190,104.062,45.093,29.549,28.070
348,8/25/2023 10:30:21 AM,54.023,29.662,30.205,103.845,43.382,29.534,28.026
349,8/25/2023 10:30:22 AM,54.470,29.838,30.116,103.672,42.729,29.607,28.041
350,8/25/2023 10:30:23 AM,57.664,29.765,30.190,103.571,44.441,29.534,28.055
351,8/25/2023 10:30:24 AM,59.877,29.779,30.205,103.534,44.085,29.672,28.076
352,8/25/2023 10:30:25 AM,62.800,29.700,30.198,103.398,42.961,29.637,28.085
353,8/25/2023 10:30:26 AM,65.553,29.744,30.154,103.023,42.221,29.563,28.041
354,8/25/2023 10:30:27 AM,66.565,29.767,30.148,102.785,42.200,29.528,28.123
355,8/25/2023 10:30:28 AM,69.825,29.540,30.098,102.748,42.627,29.578,28.085
356,8/25/2023 10:30:29 AM,69.876,29.416,30.062,102.381,42.970,29.484,28.020
357,8/25/2023 10:30:30 AM,69.964,29.330,30.079,102.266,42.810,29.513,27.887
358,8/25/2023 10:30:31 AM,69.572,29.192,30.058,101.856,43.196,29.595,27.969
359,8/25/2023 10:30:32 AM,69.394,29.215,30.037,101.611,42.644,29.551,28.028
360,8/25/2023 10:30:33 AM,68.133,29.185,29.934,101.489,45.278,29.500,27.992
361,8/25/2023 10:30:34 AM,68.399,29.150,29.957,101.656,44.286,29.582,28.045
362,8/25/2023 10:30:35 AM,67.576,29.173,29.863,101.555,39.767,29.567,28.030
363,8/25/2023 10:30:36 AM,66.853,29.166,29.915,101.195,40.306,29.641,28.133
364,8/25/2023 10:30:37 AM,65.471,29.204,29.865,101.347,43.380,29.576,28.039
365,8/25/2023 10:30:38 AM,64.304,29.095,29.917,101.341,41.529,29.496,28.091
366,8/25/2023 10:30:39 AM,63.658,29.051,29.947,101.096,40.642,29.525,28.106
367,8/25/2023 10:30:40 AM,66.555,29.095,29.858,100.900,41.928,29.605,28.186
368,8/25/2023 10:30:41 AM,66.526,29.095,29.932,100.820,42.138,29.670,28.118
369,8/25/2023 10:30:42 AM,66.727,29.036,29.947,100.416,41.077,29.509,28.001
370,8/25/2023 10:30:43 AM,67.322,29.103,29.881,100.338,43.496,29.620,28.068
371,8/25/2023 10:30:44 AM,68.010,29.162,29.970,100.258,42.835,29.494,28.089
372,8/25/2023 10:30:45 AM,63.279,29.118,29.940,100.264,42.928,29.515,28.095
373,8/25/2023 10:30:46 AM,61.781,29.009,29.816,100.140,42.528,29.551,28.072
374,8/25/2023 10:30:47 AM,65.031,29.106,29.898,100.153,41.756,29.666,27.982
375,8/25/2023 10:30:48 AM,67.697,29.106,29.840,99.764,42.976,29.651,28.026
376,8/25/2023 10:30:49 AM,68.112,29.208,29.810,99.712,42.837,29.628,28.091
377,8/25/2023 10:30:50 AM,68.327,29.120,29.840,99.813,42.575,29.540,28.091
378,8/25/2023 10:30:51 AM,67.152,29.135,29.707,99.381,42.575,29.717,28.121
379,8/25/2023 10:30:52 AM,66.880,29.223,29.781,99.366,42.866,29.702,28.106
380,8/25/2023 10:30:53 AM,65.576,29.150,29.825,99.091,43.038,29.641,28.118
381,8/25/2023 10:30:54 AM,67.009,29.106,29.854,99.249,45.503,29.744,28.148
382,8/25/2023 10:30:55 AM,67.267,29.150,29.840,99.292,47.212,29.626,28.148
383,8/25/2023 10:30:56 AM,67.288,29.171,29.787,99.422,46.459,29.597,28.177
384,8/25/2023 10:30:57 AM,68.039,29.059,29.735,99.264,45.011,29.582,28.060
385,8/25/2023 10:30:58 AM,67.480,29.089,29.749,98.852,44.249,29.603,28.169
386,8/25/2023 10:30:59 AM,65.187,29.162,29.823,98.564,44.437,29.677,28.095
387,8/25/2023 10:31:00 AM,65.523,29.095,29.844,98.486,43.822,29.597,28.133
388,8/25/2023 10:31:01 AM,65.529,29.219,29.777,98.198,42.936,29.582,28.118
389,8/25/2023 10:31:02 AM,65.750,29.225,29.753,98.074,42.609,29.603,28.095
390,8/25/2023 10:31:03 AM,66.157,29.246,29.760,97.548,42.658,29.654,28.131
391,8/25/2023 10:31:04 AM,66.264,29.135,29.722,97.324,42.432,29.719,28.137
392,8/25/2023 10:31:05 AM,65.180,29.068,29.669,97.022,42.418,29.733,28.196
393,8/25/2023 10:31:06 AM,63.337,29.118,29.837,96.676,42.360,29.733,28.270
394,8/25/2023 10:31:07 AM,58.087,29.139,29.756,96.849,50.771,29.630,28.240
395,8/25/2023 10:31:08 AM,56.008,29.189,29.806,96.763,51.665,29.675,28.226
396,8/25/2023 10:31:09 AM,56.101,29.049,29.812,96.699,53.505,29.668,28.160
397,8/25/2023 10:31:10 AM,56.725,29.099,29.833,96.596,52.191,29.651,28.247
398,8/25/2023 10:31:11 AM,56.912,29.158,29.936,96.567,47.598,29.696,28.291
399,8/25/2023 10:31:12 AM,59.362,29.120,29.825,96.302,41.444,29.616,28.343
400,8/25/2023 10:31:13 AM,60.066,29.179,29.957,95.735,41.874,29.654,28.131
401,8/25/2023 10:31:14 AM,61.967,29.171,29.949,95.507,42.283,29.567,28.324
402,8/25/2023 10:31:15 AM,61.451,29.009,29.831,95.386,42.204,29.591,28.215
403,8/25/2023 10:31:16 AM,60.725,29.147,29.940,95.092,42.619,29.643,28.268
404,8/25/2023 10:31:17 AM,61.414,29.118,29.940,94.862,40.453,29.584,28.165
405,8/25/2023 10:31:18 AM,61.434,29.051,29.946,94.525,40.171,29.622,28.232
406,8/25/2023 10:31:19 AM,61.627,29.160,29.938,94.303,39.771,29.630,28.255
407,8/25/2023 10:31:20 AM,63.248,29.013,29.894,93.925,39.986,29.509,28.133
408,8/25/2023 10:31:21 AM,63.937,29.101,29.953,93.753,40.859,29.582,28.133
409,8/25/2023 10:31:22 AM,64.267,29.057,29.923,93.632,40.954,29.546,28.171
410,8/25/2023 10:31:23 AM,64.166,29.160,29.938,93.488,41.913,29.546,28.259
411,8/25/2023 10:31:24 AM,65.307,29.095,29.888,93.336,42.631,29.538,28.060
412,8/25/2023 10:31:25 AM,64.361,29.110,29.800,93.092,42.297,29.567,28.118
413,8/25/2023 10:31:26 AM,63.509,29.103,29.808,93.055,42.826,29.588,28.125
414,8/25/2023 10:31:27 AM,64.498,29.089,29.896,92.963,41.062,29.582,28.192
415,8/25/2023 10:31:28 AM,65.238,29.053,29.816,93.020,40.466,29.494,28.074
416,8/25/2023 10:31:29 AM,66.006,29.017,29.737,93.092,40.146,29.567,28.236
417,8/25/2023 10:31:30 AM,66.415,29.026,29.774,93.135,41.164,29.670,28.133
418,8/25/2023 10:31:31 AM,66.043,29.055,29.686,93.215,40.881,29.561,28.215
419,8/25/2023 10:31:32 AM,65.535,28.990,29.739,92.991,40.931,29.553,28.192
420,8/25/2023 10:31:33 AM,63.685,29.078,29.621,92.885,41.129,29.488,28.083
421,8/25/2023 10:31:34 AM,62.379,29.005,29.665,92.684,41.289,29.473,28.200
422,8/25/2023 10:31:35 AM,62.244,29.042,29.527,92.741,42.436,29.517,28.156
423,8/25/2023 10:31:36 AM,61.563,28.904,29.565,92.620,40.351,29.525,28.091
424,8/25/2023 10:31:37 AM,61.198,29.059,29.617,92.304,40.570,29.599,28.121
425,8/25/2023 10:31:38 AM,60.805,28.965,29.611,92.074,40.453,29.525,28.150
426,8/25/2023 10:31:39 AM,59.635,28.958,29.604,91.793,39.455,29.561,28.289
427,8/25/2023 10:31:40 AM,59.974,29.011,29.525,91.411,40.291,29.582,28.280
428,8/25/2023 10:31:41 AM,59.637,28.931,29.562,91.196,41.338,29.465,28.251
429,8/25/2023 10:31:42 AM,61.369,28.910,29.571,91.110,41.120,29.553,28.133
430,8/25/2023 10:31:43 AM,61.965,28.816,29.579,90.837,39.986,29.567,28.295
431,8/25/2023 10:31:44 AM,60.696,28.898,29.617,90.817,39.601,29.605,28.274
432,8/25/2023 10:31:45 AM,58.685,28.883,29.573,90.659,39.965,29.444,28.215
433,8/25/2023 10:31:46 AM,55.175,28.883,29.573,90.866,46.257,29.597,28.236
434,8/25/2023 10:31:47 AM,52.957,28.986,29.573,90.966,47.733,29.544,28.081
435,8/25/2023 10:31:48 AM,51.327,28.942,29.544,91.059,49.748,29.574,28.154
436,8/25/2023 10:31:49 AM,50.397,28.935,29.611,90.649,47.065,29.624,28.190
437,8/25/2023 10:31:50 AM,49.892,29.009,29.537,90.821,46.862,29.580,28.219
438,8/25/2023 10:31:51 AM,48.765,28.979,29.640,90.663,42.412,29.477,28.116
439,8/25/2023 10:31:52 AM,50.975,28.788,29.699,90.411,42.737,29.469,28.123
440,8/25/2023 10:31:53 AM,54.377,28.979,29.596,90.204,42.019,29.521,28.087
441,8/25/2023 10:31:54 AM,55.817,28.877,29.728,90.138,41.677,29.586,28.196
442,8/25/2023 10:31:56 AM,55.990,29.038,29.655,90.015,42.831,29.563,28.158
443,8/25/2023 10:31:56 AM,55.730,28.847,29.611,90.173,44.006,29.549,28.247
444,8/25/2023 10:31:57 AM,56.292,28.950,29.684,89.994,42.113,29.542,28.196
445,8/25/2023 10:31:58 AM,56.666,28.921,29.640,89.916,41.801,29.507,28.293
446,8/25/2023 10:31:59 AM,56.577,28.874,29.741,89.759,41.903,29.492,28.234
447,8/25/2023 10:32:00 AM,57.993,28.925,29.600,89.593,41.924,29.586,28.387
448,8/25/2023 10:32:01 AM,59.580,28.887,29.548,89.550,40.703,29.601,28.255
449,8/25/2023 10:32:02 AM,60.433,28.908,29.642,89.449,40.834,29.616,28.211
450,8/25/2023 10:32:03 AM,61.588,28.973,29.590,89.390,41.166,29.525,28.282
451,8/25/2023 10:32:04 AM,61.479,28.906,29.596,89.490,43.055,29.599,28.282
452,8/25/2023 10:32:05 AM,61.069,28.971,29.632,89.117,40.584,29.525,28.341
453,8/25/2023 10:32:06 AM,61.161,28.963,29.623,88.945,40.962,29.658,28.253
454,8/25/2023 10:32:07 AM,61.211,29.028,29.644,88.391,40.067,29.576,28.392
455,8/25/2023 10:32:08 AM,61.016,29.005,29.665,88.226,39.869,29.582,28.266
456,8/25/2023 10:32:09 AM,60.269,29.005,29.651,87.896,39.971,29.582,28.295
457,8/25/2023 10:32:10 AM,59.738,28.990,29.592,87.787,38.681,29.662,28.316
458,8/25/2023 10:32:11 AM,59.149,28.946,29.533,87.549,37.550,29.624,28.322
459,8/25/2023 10:32:12 AM,58.344,28.975,29.651,87.334,38.658,29.698,28.263
460,8/25/2023 10:32:13 AM,58.250,28.982,29.598,87.228,38.200,29.633,28.375
461,8/25/2023 10:32:14 AM,58.824,29.070,29.760,87.279,37.436,29.567,28.295
462,8/25/2023 10:32:15 AM,57.430,29.011,29.613,87.408,41.615,29.567,28.310
463,8/25/2023 10:32:16 AM,54.587,28.973,29.693,87.299,38.506,29.633,28.375
464,8/25/2023 10:32:17 AM,51.791,28.973,29.737,87.199,37.296,29.471,28.331
465,8/25/2023 10:32:18 AM,53.671,29.024,29.772,86.826,39.147,29.486,28.360
466,8/25/2023 10:32:19 AM,54.484,29.074,29.720,86.740,38.448,29.559,28.316
467,8/25/2023 10:32:20 AM,55.124,29.036,29.770,86.800,37.852,29.546,28.215
468,8/25/2023 10:32:21 AM,55.288,29.057,29.776,86.857,39.892,29.576,28.392
469,8/25/2023 10:32:22 AM,53.776,29.057,29.850,86.728,39.339,29.546,28.421
470,8/25/2023 10:32:23 AM,53.632,28.969,29.821,86.627,39.484,29.502,28.318
471,8/25/2023 10:32:24 AM,53.704,29.042,29.821,86.570,39.164,29.664,28.421
472,8/25/2023 10:32:25 AM,53.632,28.998,29.850,86.650,42.953,29.584,28.385
473,8/25/2023 10:32:26 AM,53.179,29.036,29.814,86.765,46.230,29.570,28.371
474,8/25/2023 10:32:27 AM,53.222,29.007,29.844,86.644,43.135,29.637,28.379
475,8/25/2023 10:32:28 AM,54.484,29.089,29.896,86.558,43.861,29.593,28.511
476,8/25/2023 10:32:29 AM,54.608,29.038,29.846,86.494,42.708,29.572,28.343
477,8/25/2023 10:32:30 AM,53.406,29.061,29.839,86.150,40.848,29.645,28.402
478,8/25/2023 10:32:31 AM,52.938,28.996,29.921,85.886,41.990,29.536,28.249
479,8/25/2023 10:32:32 AM,53.371,28.982,29.965,85.923,46.943,29.544,28.345
480,8/25/2023 10:32:33 AM,53.494,29.063,29.930,85.888,40.742,29.450,28.383
481,8/25/2023 10:32:34 AM,54.027,29.049,29.930,85.479,38.506,29.588,28.331
482,8/25/2023 10:32:35 AM,56.115,29.063,29.944,85.378,36.581,29.647,28.390
483,8/25/2023 10:32:36 AM,55.928,28.931,29.974,85.014,36.443,29.700,28.310
484,8/25/2023 10:32:37 AM,53.638,29.005,29.944,84.842,37.859,29.641,28.295
485,8/25/2023 10:32:38 AM,53.416,28.940,29.968,84.836,40.605,29.532,28.348
486,8/25/2023 10:32:39 AM,49.052,28.948,29.961,84.506,43.366,29.473,28.289
487,8/25/2023 10:32:40 AM,47.288,28.889,30.035,84.469,44.692,29.582,28.236
488,8/25/2023 10:32:41 AM,49.291,28.956,29.911,84.469,43.807,29.582,28.192
489,8/25/2023 10:32:42 AM,52.821,28.935,29.905,84.698,45.214,29.553,28.177
490,8/25/2023 10:32:43 AM,53.708,28.929,29.972,84.891,45.133,29.544,28.301
491,8/25/2023 10:32:44 AM,53.572,29.040,29.980,84.590,41.635,29.544,28.169
492,8/25/2023 10:32:45 AM,53.307,28.946,29.842,84.453,38.629,29.639,28.249
493,8/25/2023 10:32:46 AM,55.568,28.902,30.003,84.381,40.435,29.624,28.234
494,8/25/2023 10:32:47 AM,55.151,28.916,30.018,84.281,39.066,29.683,28.131
495,8/25/2023 10:32:48 AM,54.589,28.843,30.062,84.101,39.553,29.513,28.226
496,8/25/2023 10:32:49 AM,53.926,28.916,29.900,84.043,43.478,29.645,28.196
497,8/25/2023 10:32:50 AM,53.920,28.984,29.909,84.172,42.853,29.601,28.240
498,8/25/2023 10:32:51 AM,54.453,28.910,29.806,84.129,39.233,29.557,28.137
499,8/25/2023 10:32:52 AM,55.605,28.940,29.879,83.757,36.813,29.469,28.137
500,8/25/2023 10:32:53 AM,55.044,28.969,29.909,83.255,37.396,29.542,28.211
501,8/25/2023 10:32:54 AM,55.136,28.946,29.812,83.055,36.696,29.542,28.284
502,8/25/2023 10:32:55 AM,55.128,28.967,29.907,82.705,38.221,29.521,28.175
503,8/25/2023 10:32:56 AM,55.309,28.916,29.856,82.496,37.936,29.542,28.108
504,8/25/2023 10:32:57 AM,54.914,29.072,29.835,82.568,39.320,29.616,28.255
505,8/25/2023 10:32:58 AM,53.754,28.931,29.856,82.668,40.106,29.586,28.226
506,8/25/2023 10:32:59 AM,54.667,28.952,29.819,82.594,39.755,29.540,28.179
507,8/25/2023 10:33:00 AM,53.996,28.811,29.795,82.637,39.493,29.525,28.194
508,8/25/2023 10:33:01 AM,54.608,28.935,29.816,82.420,39.185,29.597,28.295
509,8/25/2023 10:33:02 AM,55.003,28.839,29.690,82.375,37.594,29.654,28.322
510,8/25/2023 10:33:03 AM,55.210,28.874,29.814,82.152,37.382,29.660,28.255
511,8/25/2023 10:33:04 AM,56.031,29.007,29.814,81.886,37.534,29.710,28.217
512,8/25/2023 10:33:05 AM,56.664,29.021,29.800,81.663,37.219,29.614,28.238
513,8/25/2023 10:33:06 AM,55.778,28.910,29.762,81.749,37.394,29.687,28.312
514,8/25/2023 10:33:07 AM,55.301,28.996,29.848,81.684,42.349,29.679,28.200
515,8/25/2023 10:33:08 AM,54.400,28.988,29.898,81.890,44.431,29.714,28.295
516,8/25/2023 10:33:09 AM,49.010,29.009,29.963,81.941,45.772,29.679,28.318
517,8/25/2023 10:33:10 AM,47.223,28.883,29.926,81.569,46.062,29.664,28.230
518,8/25/2023 10:33:11 AM,44.593,29.066,29.902,81.233,47.127,29.643,28.297
519,8/25/2023 10:33:12 AM,43.947,29.057,30.085,81.199,47.917,29.681,28.438
520,8/25/2023 10:33:13 AM,42.763,28.990,30.047,81.084,48.264,29.563,28.276
521,8/25/2023 10:33:14 AM,42.697,28.879,30.098,81.012,45.688,29.666,28.335
522,8/25/2023 10:33:15 AM,44.937,28.944,30.177,81.033,46.273,29.643,28.341
523,8/25/2023 10:33:16 AM,46.783,28.935,30.095,81.205,47.315,29.643,28.341
524,8/25/2023 10:33:17 AM,49.169,28.965,30.125,81.577,46.968,29.525,28.341
525,8/25/2023 10:33:18 AM,53.008,28.906,30.110,81.886,46.918,29.651,28.394
526,8/25/2023 10:33:19 AM,54.291,29.009,30.125,81.978,47.026,29.614,28.356
527,8/25/2023 10:33:20 AM,53.749,29.015,30.072,81.741,46.554,29.649,28.333
528,8/25/2023 10:33:21 AM,54.793,28.874,30.079,81.684,42.727,29.664,28.303
529,8/25/2023 10:33:22 AM,53.972,28.786,30.152,81.540,41.419,29.620,28.362
530,8/25/2023 10:33:23 AM,53.482,28.845,30.137,81.039,41.390,29.532,28.333
531,8/25/2023 10:33:24 AM,52.905,28.786,30.079,81.148,45.621,29.570,28.282
532,8/25/2023 10:33:25 AM,48.604,28.757,30.079,80.683,44.717,29.549,28.350
533,8/25/2023 10:33:26 AM,46.303,28.889,30.123,80.468,44.630,29.490,28.364
534,8/25/2023 10:33:27 AM,46.072,28.830,30.196,80.139,43.861,29.549,28.305
535,8/25/2023 10:33:28 AM,44.840,28.860,30.196,79.638,41.712,29.622,28.350
536,8/25/2023 10:33:29 AM,44.260,28.948,30.196,79.431,38.650,29.528,28.314
537,8/25/2023 10:33:30 AM,42.773,29.015,30.146,79.096,37.536,29.463,28.293
538,8/25/2023 10:33:31 AM,42.470,28.988,30.177,78.975,35.880,29.515,28.242
539,8/25/2023 10:33:32 AM,41.599,28.870,30.236,78.717,35.909,29.574,28.331
540,8/25/2023 10:33:33 AM,43.292,28.746,30.215,78.374,36.815,29.515,28.287
541,8/25/2023 10:33:34 AM,43.655,28.643,30.200,78.468,37.363,29.494,28.236
542,8/25/2023 10:33:35 AM,41.694,28.761,30.215,78.410,39.636,29.597,28.280
543,8/25/2023 10:33:36 AM,41.295,28.755,30.165,78.511,41.527,29.450,28.310
544,8/25/2023 10:33:37 AM,42.531,28.608,30.091,78.740,42.762,29.494,28.192
545,8/25/2023 10:33:38 AM,44.585,28.616,30.056,78.897,41.426,29.567,28.266
546,8/25/2023 10:33:39 AM,46.434,28.654,30.079,78.682,38.704,29.465,28.207
547,8/25/2023 10:33:40 AM,47.831,28.662,30.014,78.568,37.698,29.641,28.369
548,8/25/2023 10:33:41 AM,48.915,28.633,29.896,78.517,37.894,29.500,28.198
549,8/25/2023 10:33:42 AM,51.148,28.494,29.949,78.230,37.865,29.574,28.316
550,8/25/2023 10:33:43 AM,52.215,28.538,29.949,78.173,37.077,29.486,28.110
551,8/25/2023 10:33:44 AM,52.151,28.532,29.839,77.879,38.017,29.463,28.263
552,8/25/2023 10:33:45 AM,53.789,28.526,29.818,77.692,38.586,29.580,28.249
553,8/25/2023 10:33:46 AM,53.472,28.555,29.907,77.613,38.708,29.498,28.211
554,8/25/2023 10:33:47 AM,52.673,28.563,29.856,77.341,38.694,29.542,28.255
555,8/25/2023 10:33:48 AM,52.514,28.534,29.753,77.255,37.061,29.542,28.255
556,8/25/2023 10:33:49 AM,52.730,28.402,29.783,77.183,37.440,29.425,28.181
557,8/25/2023 10:33:50 AM,53.422,28.431,29.871,77.089,37.840,29.534,28.202
558,8/25/2023 10:33:51 AM,52.860,28.446,29.812,77.124,37.277,29.496,28.253
559,8/25/2023 10:33:52 AM,52.009,28.460,29.768,77.095,36.796,29.408,28.238
560,8/25/2023 10:33:53 AM,51.793,28.563,29.798,77.153,37.175,29.525,28.297
561,8/25/2023 10:33:54 AM,52.947,28.460,29.783,77.138,36.416,29.525,28.297
562,8/25/2023 10:33:55 AM,53.480,28.563,29.856,77.339,39.231,29.525,28.371
563,8/25/2023 10:33:56 AM,54.287,28.475,29.900,77.517,40.358,29.444,28.303
564,8/25/2023 10:33:57 AM,51.453,28.437,29.892,77.560,39.761,29.635,28.245
565,8/25/2023 10:33:58 AM,49.582,28.561,29.957,77.580,42.806,29.509,28.251
566,8/25/2023 10:33:59 AM,46.551,28.612,29.905,77.013,43.494,29.471,28.272
567,8/25/2023 10:34:00 AM,45.080,28.662,29.984,77.005,44.472,29.521,28.381
568,8/25/2023 10:34:01 AM,45.811,28.551,29.888,77.091,42.978,29.551,28.366
569,8/25/2023 10:34:02 AM,46.223,28.645,30.026,77.163,44.226,29.565,28.455
570,8/25/2023 10:34:03 AM,47.560,28.652,30.106,77.112,44.464,29.469,28.417
571,8/25/2023 10:34:04 AM,49.663,28.658,29.995,77.124,44.375,29.584,28.371
572,8/25/2023 10:34:05 AM,50.752,28.547,30.001,77.245,43.525,29.488,28.362
573,8/25/2023 10:34:06 AM,51.774,28.574,30.043,77.073,40.329,29.576,28.259
574,8/25/2023 10:34:07 AM,50.900,28.580,30.005,77.016,39.761,29.517,28.436
575,8/25/2023 10:34:08 AM,50.344,28.557,30.085,76.829,39.208,29.546,28.333
576,8/25/2023 10:34:09 AM,51.995,28.534,30.121,76.635,39.025,29.582,28.266
577,8/25/2023 10:34:10 AM,52.362,28.481,30.098,76.613,42.710,29.486,28.390
578,8/25/2023 10:34:11 AM,51.387,28.444,30.119,76.705,43.210,29.477,28.337
579,8/25/2023 10:34:12 AM,50.152,28.435,30.095,76.510,41.851,29.542,28.432
580,8/25/2023 10:34:13 AM,49.407,28.412,30.263,76.302,37.607,29.607,28.526
581,8/25/2023 10:34:14 AM,50.381,28.448,30.108,75.981,39.175,29.484,28.255
582,8/25/2023 10:34:15 AM,49.578,28.469,30.202,76.015,39.487,29.563,28.350
583,8/25/2023 10:34:16 AM,49.058,28.616,30.173,75.958,39.312,29.563,28.379
584,8/25/2023 10:34:17 AM,50.055,28.631,30.158,75.958,38.802,29.490,28.408
585,8/25/2023 10:34:18 AM,50.335,28.593,30.150,75.844,37.986,29.490,28.394
586,8/25/2023 10:34:19 AM,51.706,28.563,30.194,76.130,39.880,29.519,28.423
587,8/25/2023 10:34:20 AM,52.370,28.490,30.032,75.938,36.579,29.454,28.387
588,8/25/2023 10:34:21 AM,52.809,28.614,29.951,75.416,36.062,29.507,28.484
589,8/25/2023 10:34:22 AM,53.521,28.620,30.045,75.130,38.338,29.477,28.425
590,8/25/2023 10:34:23 AM,53.282,28.656,30.066,74.758,37.857,29.580,28.381
