Device: DAQ 4
Serial Number: 2135C5F
Channel Count: 7
Sample Count: 3986
Start Time: 8/25/2023 10:24:33 AM
Scan Rate: 1
Sample,Date/Time,Engine Inlet Left (°C),TC15 (°C),TESS Out (°C),Engine Exhaust (°C),Engine Inlet Right (°C),TC18 (°C),TESS In (°C)
3342,8/25/2023 11:20:15 AM,80.364,30.318,30.449,114.392,47.950,30.036,28.808
3343,8/25/2023 11:20:16 AM,80.155,30.251,30.440,114.319,45.938,30.080,28.719
3344,8/25/2023 11:20:17 AM,76.152,30.360,30.520,113.556,42.812,30.028,28.858
3345,8/25/2023 11:20:18 AM,75.364,30.389,30.476,113.158,41.833,30.080,28.690
3346,8/25/2023 11:20:19 AM,72.615,30.316,30.388,113.295,44.466,30.101,28.711
3347,8/25/2023 11:20:20 AM,65.825,30.286,30.491,113.129,44.344,30.139,28.837
3348,8/25/2023 11:20:21 AM,68.542,30.251,30.529,113.137,41.943,30.133,28.713
3349,8/25/2023 11:20:22 AM,70.175,30.397,30.485,113.088,44.288,30.082,28.648
3350,8/25/2023 11:20:23 AM,70.590,30.412,30.573,113.088,44.404,30.141,28.722
3351,8/25/2023 11:20:24 AM,71.363,30.456,30.455,112.928,44.868,30.126,28.751
3352,8/25/2023 11:20:25 AM,70.140,30.523,30.625,113.247,48.313,30.170,28.707
3353,8/25/2023 11:20:26 AM,73.900,30.546,30.501,113.415,50.662,30.091,28.862
3354,8/25/2023 11:20:27 AM,73.836,30.481,30.568,113.336,50.020,30.114,28.885
3355,8/25/2023 11:20:28 AM,74.567,30.657,30.671,113.177,50.266,30.216,28.885
3356,8/25/2023 11:20:29 AM,75.039,30.657,30.583,112.808,49.234,30.093,28.820
3357,8/25/2023 11:20:30 AM,75.469,30.716,30.700,112.845,48.708,29.998,28.770
3358,8/25/2023 11:20:31 AM,71.181,30.680,30.591,112.128,45.605,30.139,28.852
3359,8/25/2023 11:20:32 AM,69.104,30.666,30.562,111.707,46.039,30.124,28.837
3360,8/25/2023 11:20:33 AM,68.153,30.615,30.629,111.266,46.076,30.088,28.919
3361,8/25/2023 11:20:34 AM,61.671,30.571,30.438,111.014,47.185,30.141,28.986
3362,8/25/2023 11:20:35 AM,62.211,30.418,30.388,110.804,48.003,30.134,28.877
3363,8/25/2023 11:20:36 AM,61.200,30.441,30.308,110.624,50.800,30.187,28.870
3364,8/25/2023 11:20:37 AM,60.648,30.567,30.346,110.720,52.841,30.180,28.849
3365,8/25/2023 11:20:38 AM,60.570,30.531,30.398,111.026,52.425,30.197,28.866
3366,8/25/2023 11:20:39 AM,62.840,30.548,30.488,110.962,53.702,30.191,28.889
3367,8/25/2023 11:20:40 AM,66.871,30.462,30.300,111.260,51.620,30.214,28.839
3368,8/25/2023 11:20:41 AM,70.833,30.456,30.176,111.051,47.988,30.017,28.759
3369,8/25/2023 11:20:42 AM,72.081,30.370,30.310,110.661,45.964,30.195,28.673
3370,8/25/2023 11:20:43 AM,73.091,30.451,30.171,110.249,42.158,30.159,28.828
3371,8/25/2023 11:20:44 AM,71.561,30.307,30.174,109.664,42.646,30.197,28.807
3372,8/25/2023 11:20:45 AM,71.850,30.367,30.073,109.231,42.706,30.052,28.706
3373,8/25/2023 11:20:46 AM,73.061,30.405,29.964,108.617,42.453,30.193,28.700
3374,8/25/2023 11:20:47 AM,69.431,30.369,29.810,108.539,47.244,30.128,28.576
3375,8/25/2023 11:20:48 AM,64.552,30.407,29.731,108.727,48.936,30.201,28.738
3376,8/25/2023 11:20:49 AM,63.499,30.357,29.592,108.598,47.131,30.130,28.784
3377,8/25/2023 11:20:50 AM,63.866,30.365,29.483,108.723,51.574,30.226,28.792
3378,8/25/2023 11:20:51 AM,63.286,30.418,29.388,108.340,47.552,30.176,28.757
3379,8/25/2023 11:20:52 AM,62.097,30.287,29.258,108.053,46.903,30.090,28.817
3380,8/25/2023 11:20:53 AM,63.391,30.392,29.142,108.162,45.695,30.201,28.693
3381,8/25/2023 11:20:54 AM,68.488,30.415,28.960,107.953,44.877,30.048,28.746
3382,8/25/2023 11:20:55 AM,69.455,30.306,28.997,107.794,44.428,30.165,28.746
3383,8/25/2023 11:20:56 AM,70.188,30.323,29.014,107.585,44.364,30.188,28.710
3384,8/25/2023 11:20:57 AM,68.929,30.443,28.943,107.377,44.763,30.197,28.660
3385,8/25/2023 11:20:58 AM,68.559,30.400,28.930,106.959,42.066,30.096,28.662
3386,8/25/2023 11:20:59 AM,70.931,30.291,28.909,106.375,41.551,30.001,28.494
3387,8/25/2023 11:21:00 AM,72.299,30.358,28.962,106.325,40.163,30.113,28.634
3388,8/25/2023 11:21:01 AM,72.980,30.411,28.823,105.755,39.924,30.180,28.540
3389,8/25/2023 11:21:02 AM,71.634,30.367,28.926,105.538,40.579,30.209,28.628
3390,8/25/2023 11:21:03 AM,71.720,30.352,29.073,104.723,39.889,30.115,28.533
3391,8/25/2023 11:21:04 AM,71.642,30.287,29.140,104.717,38.892,30.138,28.630
3392,8/25/2023 11:21:05 AM,70.984,30.419,29.199,104.494,39.221,30.146,28.521
3393,8/25/2023 11:21:06 AM,70.153,30.361,29.169,104.488,39.302,30.213,28.691
3394,8/25/2023 11:21:07 AM,69.537,30.375,29.272,104.612,41.086,30.148,28.523
3395,8/25/2023 11:21:08 AM,68.950,30.434,29.449,104.467,40.228,29.972,28.655
3396,8/25/2023 11:21:09 AM,65.304,30.398,29.486,104.698,46.121,30.119,28.449
3397,8/25/2023 11:21:10 AM,61.818,30.413,29.472,104.583,45.715,30.207,28.596
3398,8/25/2023 11:21:11 AM,65.312,30.451,29.451,104.467,43.526,30.133,28.655
3399,8/25/2023 11:21:12 AM,65.771,30.333,29.377,104.294,40.882,30.119,28.596
3400,8/25/2023 11:21:13 AM,67.089,30.495,29.421,103.832,40.853,30.163,28.758
3401,8/25/2023 11:21:14 AM,64.939,30.495,29.480,103.774,42.060,30.148,28.758
3402,8/25/2023 11:21:15 AM,61.475,30.547,29.474,103.962,42.655,30.163,28.773
3403,8/25/2023 11:21:16 AM,60.550,30.511,29.497,103.912,44.477,30.186,28.752
3404,8/25/2023 11:21:17 AM,60.005,30.526,29.512,103.949,48.727,30.180,28.643
3405,8/25/2023 11:21:18 AM,58.576,30.549,29.388,104.007,50.634,30.253,28.701
3406,8/25/2023 11:21:19 AM,60.774,30.520,29.373,103.871,46.841,30.261,28.798
3407,8/25/2023 11:21:20 AM,65.574,30.528,29.308,103.706,44.415,30.240,28.748
3408,8/25/2023 11:21:21 AM,66.735,30.455,29.308,103.778,45.546,30.167,28.762
3409,8/25/2023 11:21:22 AM,68.735,30.463,29.302,103.627,44.887,30.190,28.741
3410,8/25/2023 11:21:23 AM,70.276,30.427,29.339,103.621,44.751,30.272,28.779
3411,8/25/2023 11:21:24 AM,71.143,30.509,29.245,103.586,43.076,30.236,28.743
3412,8/25/2023 11:21:25 AM,70.971,30.524,29.142,103.176,42.605,30.200,28.693
3413,8/25/2023 11:21:26 AM,70.685,30.450,29.142,102.916,42.547,30.259,28.810
3414,8/25/2023 11:21:27 AM,70.363,30.444,29.194,102.772,42.344,30.244,28.663
3415,8/25/2023 11:21:28 AM,69.389,30.518,29.297,102.448,42.178,30.326,28.804
3416,8/25/2023 11:21:29 AM,69.060,30.444,29.209,102.318,44.094,30.106,28.745
3417,8/25/2023 11:21:30 AM,69.956,30.482,29.232,102.448,43.789,30.091,28.672
3418,8/25/2023 11:21:31 AM,69.827,30.453,29.262,102.312,43.159,30.232,28.489
3419,8/25/2023 11:21:32 AM,70.595,30.476,29.182,101.980,42.680,30.335,28.636
3420,8/25/2023 11:21:33 AM,70.044,30.425,29.308,101.706,41.895,30.276,28.695
3421,8/25/2023 11:21:34 AM,70.439,30.580,29.301,101.556,41.337,30.299,28.791
3422,8/25/2023 11:21:35 AM,70.046,30.413,29.207,101.204,41.650,30.234,28.638
3423,8/25/2023 11:21:36 AM,70.069,30.480,29.289,100.967,41.484,30.272,28.617
3424,8/25/2023 11:21:37 AM,68.968,30.467,29.276,100.499,40.620,30.265,28.552
3425,8/25/2023 11:21:38 AM,67.228,30.387,29.299,100.637,44.680,30.244,28.546
3426,8/25/2023 11:21:39 AM,62.441,30.507,29.286,100.798,49.399,30.246,28.503
3427,8/25/2023 11:21:40 AM,59.822,30.339,29.339,101.051,49.494,30.416,28.630
3428,8/25/2023 11:21:41 AM,55.913,30.341,29.267,100.938,49.251,30.227,28.558
3429,8/25/2023 11:21:42 AM,53.444,30.393,29.246,100.320,49.932,30.171,28.575
3430,8/25/2023 11:21:43 AM,52.804,30.372,29.328,99.947,47.607,30.114,28.592
3431,8/25/2023 11:21:44 AM,54.780,30.433,29.272,99.883,46.008,30.225,28.644
3432,8/25/2023 11:21:45 AM,55.062,30.383,29.309,99.690,46.364,30.277,28.491
3433,8/25/2023 11:21:46 AM,58.120,30.479,29.259,99.576,41.332,30.265,28.478
3434,8/25/2023 11:21:47 AM,62.465,30.429,29.341,99.297,39.304,30.170,28.398
3435,8/25/2023 11:21:48 AM,63.916,30.328,29.328,99.068,40.368,30.099,28.533
3436,8/25/2023 11:21:49 AM,58.253,30.381,29.248,98.918,42.121,30.298,28.541
3437,8/25/2023 11:21:50 AM,53.685,30.360,29.360,98.603,44.242,30.300,28.469
3438,8/25/2023 11:21:51 AM,50.823,30.427,29.309,98.366,47.480,30.235,28.419
3439,8/25/2023 11:21:52 AM,51.893,30.458,29.355,98.562,48.212,30.214,28.516
3440,8/25/2023 11:21:53 AM,50.293,30.387,29.416,98.189,47.288,30.319,28.488
3441,8/25/2023 11:21:54 AM,47.411,30.380,29.439,98.111,44.646,30.254,28.629
3442,8/25/2023 11:21:55 AM,46.631,30.368,29.338,97.659,45.147,30.277,28.505
3443,8/25/2023 11:21:56 AM,48.456,30.429,29.326,97.365,45.764,30.256,28.513
3444,8/25/2023 11:21:57 AM,49.245,30.437,29.305,97.330,46.236,30.323,28.625
3445,8/25/2023 11:21:58 AM,50.691,30.454,29.307,97.258,43.278,30.235,28.625
3446,8/25/2023 11:21:59 AM,47.051,30.368,29.368,97.194,42.009,30.141,28.545
3447,8/25/2023 11:22:00 AM,45.561,30.340,29.399,96.425,42.337,30.208,28.597
3448,8/25/2023 11:22:01 AM,46.534,30.386,29.269,96.347,42.679,30.275,28.650
3449,8/25/2023 11:22:02 AM,46.441,30.233,29.292,96.197,44.530,30.254,28.629
3450,8/25/2023 11:22:03 AM,46.232,30.359,29.212,96.183,47.412,30.180,28.541
3451,8/25/2023 11:22:04 AM,49.176,30.455,29.117,96.363,47.406,30.292,28.681
3452,8/25/2023 11:22:05 AM,48.960,30.367,29.220,96.544,45.199,30.197,28.557
3453,8/25/2023 11:22:06 AM,49.763,30.317,29.141,96.645,47.139,30.271,28.528
3454,8/25/2023 11:22:07 AM,47.747,30.369,29.134,96.610,49.894,30.264,28.683
3455,8/25/2023 11:22:08 AM,47.270,30.340,29.090,96.388,46.808,30.302,28.559
3456,8/25/2023 11:22:09 AM,46.488,30.428,29.075,95.950,47.771,30.222,28.421
3457,8/25/2023 11:22:10 AM,45.561,30.428,28.958,95.504,46.295,30.193,28.494
3458,8/25/2023 11:22:11 AM,44.952,30.399,29.046,95.260,43.556,30.369,28.553
3459,8/25/2023 11:22:12 AM,45.155,30.413,28.958,94.857,41.465,30.201,28.664
3460,8/25/2023 11:22:13 AM,46.256,30.413,29.046,94.707,43.680,30.157,28.679
3461,8/25/2023 11:22:14 AM,45.764,30.384,29.031,94.794,47.910,30.201,28.694
3462,8/25/2023 11:22:15 AM,44.576,30.384,29.120,94.635,48.849,30.231,28.723
3463,8/25/2023 11:22:16 AM,45.309,30.392,29.098,94.615,47.036,30.210,28.746
3464,8/25/2023 11:22:17 AM,46.525,30.436,29.128,94.925,47.536,30.365,28.696
3465,8/25/2023 11:22:18 AM,49.187,30.510,29.143,94.832,48.426,30.329,28.660
3466,8/25/2023 11:22:19 AM,54.409,30.466,29.172,95.258,50.442,30.235,28.683
3467,8/25/2023 11:22:20 AM,57.042,30.436,29.187,95.632,51.481,30.205,28.610
3468,8/25/2023 11:22:21 AM,60.305,30.466,29.113,96.345,51.013,30.243,28.765
3469,8/25/2023 11:22:22 AM,60.922,30.436,29.157,96.338,51.685,30.251,28.803
3470,8/25/2023 11:22:23 AM,57.862,30.554,29.128,96.396,49.361,30.413,28.832
3471,8/25/2023 11:22:24 AM,61.117,30.518,29.166,96.188,50.611,30.289,28.708
3472,8/25/2023 11:22:25 AM,61.699,30.468,29.115,96.024,44.732,30.298,28.717
3473,8/25/2023 11:22:26 AM,61.886,30.468,29.056,96.053,47.368,30.298,28.702
3474,8/25/2023 11:22:27 AM,59.970,30.506,29.109,95.564,47.383,30.312,28.746
3475,8/25/2023 11:22:28 AM,52.704,30.550,29.168,95.247,45.906,30.298,28.673
3476,8/25/2023 11:22:29 AM,50.866,30.529,29.103,94.508,47.145,30.321,28.652
3477,8/25/2023 11:22:30 AM,50.231,30.470,29.014,94.415,45.372,30.329,28.586
3478,8/25/2023 11:22:31 AM,48.606,30.478,29.067,93.654,42.921,30.358,28.660
3479,8/25/2023 11:22:32 AM,48.499,30.501,29.075,93.409,43.371,30.300,28.689
3480,8/25/2023 11:22:33 AM,47.726,30.539,29.084,93.331,49.113,30.381,28.654
3481,8/25/2023 11:22:34 AM,47.582,30.524,29.098,93.138,50.739,30.287,28.603
3482,8/25/2023 11:22:35 AM,48.111,30.459,29.077,93.118,49.505,30.398,28.700
3483,8/25/2023 11:22:36 AM,48.084,30.549,29.123,93.083,50.178,30.304,28.723
3484,8/25/2023 11:22:37 AM,48.301,30.594,29.138,93.307,47.730,30.341,28.687
3485,8/25/2023 11:22:38 AM,48.823,30.507,29.067,93.070,43.682,30.409,28.725
3486,8/25/2023 11:22:39 AM,48.744,30.589,29.016,92.777,43.545,30.388,28.733
3487,8/25/2023 11:22:40 AM,48.515,30.489,29.004,92.670,43.205,30.308,28.683
3488,8/25/2023 11:22:41 AM,46.947,30.409,28.983,92.457,44.426,30.266,28.714
3489,8/25/2023 11:22:42 AM,46.413,30.587,28.926,92.329,45.587,30.400,28.790
3490,8/25/2023 11:22:43 AM,45.712,30.566,29.022,91.849,46.826,30.291,28.710
3491,8/25/2023 11:22:44 AM,45.902,30.553,29.010,91.636,45.395,30.366,28.903
3492,8/25/2023 11:22:45 AM,49.021,30.606,29.062,91.615,44.606,30.287,28.882
3493,8/25/2023 11:22:46 AM,51.680,30.549,28.976,92.077,44.724,30.406,28.590
3494,8/25/2023 11:22:47 AM,55.918,30.478,29.052,92.021,40.092,30.217,28.710
3495,8/25/2023 11:22:48 AM,58.586,30.515,28.986,91.765,41.403,30.396,28.830
3496,8/25/2023 11:22:49 AM,58.833,30.473,29.033,91.615,40.015,30.242,28.808
3497,8/25/2023 11:22:50 AM,57.066,30.549,28.946,91.365,40.955,30.398,28.993
3498,8/25/2023 11:22:51 AM,54.103,30.551,29.037,91.324,43.949,30.312,28.922
3499,8/25/2023 11:22:52 AM,50.492,30.486,28.957,91.217,45.204,30.217,28.768
3500,8/25/2023 11:22:53 AM,47.560,30.503,29.003,91.147,45.496,30.395,28.873
3501,8/25/2023 11:22:54 AM,46.694,30.475,29.064,90.725,46.170,30.462,28.926
3502,8/25/2023 11:22:55 AM,46.297,30.542,29.043,90.598,43.273,30.259,28.869
3503,8/25/2023 11:22:56 AM,47.145,30.448,28.992,90.390,43.528,30.297,29.025
3504,8/25/2023 11:22:57 AM,46.582,30.406,29.097,90.407,46.327,30.299,29.027
3505,8/25/2023 11:22:58 AM,45.692,30.517,29.003,90.013,46.668,30.351,28.888
3506,8/25/2023 11:22:59 AM,46.005,30.526,28.997,89.929,45.744,30.309,28.934
3507,8/25/2023 11:23:00 AM,47.773,30.498,28.954,90.353,47.995,30.273,28.957
3508,8/25/2023 11:23:01 AM,47.535,30.404,29.007,90.376,47.729,30.399,28.966
3509,8/25/2023 11:23:02 AM,47.008,30.427,28.927,90.105,47.210,30.254,29.026
3510,8/25/2023 11:23:03 AM,46.900,30.538,28.891,89.855,45.031,30.380,28.976
3511,8/25/2023 11:23:04 AM,46.321,30.479,28.921,89.547,44.054,30.227,29.058
3512,8/25/2023 11:23:05 AM,45.135,30.511,28.849,89.197,45.193,30.250,29.037
3513,8/25/2023 11:23:06 AM,45.231,30.563,28.858,88.775,45.187,30.303,28.942
3514,8/25/2023 11:23:07 AM,47.773,30.425,28.910,89.105,47.402,30.215,28.986
3515,8/25/2023 11:23:08 AM,45.907,30.441,28.839,89.027,48.018,30.326,29.068
3516,8/25/2023 11:23:09 AM,45.655,30.435,28.847,88.898,48.104,30.340,28.980
3517,8/25/2023 11:23:10 AM,45.191,30.406,28.979,88.791,48.113,30.246,28.841
3518,8/25/2023 11:23:11 AM,44.547,30.487,29.017,88.555,49.378,30.166,28.865
3519,8/25/2023 11:23:12 AM,43.467,30.393,29.055,88.477,49.473,30.336,28.917
3520,8/25/2023 11:23:13 AM,44.303,30.475,29.005,88.227,48.383,30.300,28.925
3521,8/25/2023 11:23:14 AM,46.122,30.469,29.042,88.178,45.236,30.397,28.890
3522,8/25/2023 11:23:15 AM,45.717,30.380,29.101,88.408,45.280,30.265,28.949
3523,8/25/2023 11:23:16 AM,47.078,30.513,29.131,88.358,44.795,30.302,28.972
3524,8/25/2023 11:23:17 AM,48.120,30.513,29.057,88.244,41.616,30.288,28.883
3525,8/25/2023 11:23:18 AM,47.801,30.469,29.072,88.037,40.549,30.311,28.715
3526,8/25/2023 11:23:19 AM,47.469,30.424,29.086,87.901,40.993,30.451,28.944
3527,8/25/2023 11:23:20 AM,47.830,30.454,29.072,87.658,40.717,30.290,28.841
3528,8/25/2023 11:23:21 AM,51.182,30.513,29.057,87.729,40.179,30.407,28.856
3529,8/25/2023 11:23:22 AM,55.477,30.557,29.116,87.643,40.339,30.216,28.753
3530,8/25/2023 11:23:23 AM,57.045,30.469,29.116,87.658,38.985,30.378,28.959
3531,8/25/2023 11:23:24 AM,58.785,30.483,29.057,87.707,37.942,30.311,28.906
3532,8/25/2023 11:23:25 AM,59.632,30.395,29.086,87.428,37.177,30.363,28.974
3533,8/25/2023 11:23:26 AM,60.517,30.418,29.007,87.514,37.586,30.275,28.944
3534,8/25/2023 11:23:27 AM,60.043,30.389,28.977,87.221,37.390,30.416,28.953
3535,8/25/2023 11:23:28 AM,58.801,30.456,29.103,86.734,36.178,30.386,28.864
3536,8/25/2023 11:23:29 AM,58.177,30.479,29.082,86.541,36.070,30.453,28.829
3537,8/25/2023 11:23:30 AM,57.739,30.531,29.061,86.607,37.275,30.359,28.881
3538,8/25/2023 11:23:31 AM,57.653,30.414,29.046,86.643,38.698,30.397,28.963
3539,8/25/2023 11:23:32 AM,53.905,30.305,29.025,86.686,36.977,30.338,28.904
3540,8/25/2023 11:23:33 AM,51.693,30.519,28.931,86.250,36.401,30.288,28.986
3541,8/25/2023 11:23:34 AM,53.936,30.439,29.057,86.166,37.221,30.378,28.812
3542,8/25/2023 11:23:35 AM,53.938,30.500,29.132,86.037,37.731,30.319,28.782
3543,8/25/2023 11:23:36 AM,54.255,30.470,29.059,86.023,40.106,30.304,28.797
3544,8/25/2023 11:23:37 AM,55.487,30.347,29.111,86.203,42.179,30.357,28.791
3545,8/25/2023 11:23:38 AM,56.365,30.523,29.126,86.283,40.603,30.394,28.726
3546,8/25/2023 11:23:39 AM,56.761,30.443,29.179,86.440,40.166,30.365,28.902
3547,8/25/2023 11:23:40 AM,56.755,30.466,29.187,86.234,38.033,30.388,28.675
3548,8/25/2023 11:23:41 AM,57.936,30.483,29.145,85.926,35.896,30.235,28.728
3549,8/25/2023 11:23:42 AM,58.232,30.462,29.050,85.570,37.037,30.355,28.597
3550,8/25/2023 11:23:43 AM,57.788,30.449,29.199,85.326,37.387,30.472,28.597
3551,8/25/2023 11:23:44 AM,57.977,30.378,29.099,85.105,36.783,30.407,28.635
3552,8/25/2023 11:23:45 AM,57.885,30.386,28.989,84.806,37.193,30.277,28.652
3553,8/25/2023 11:23:46 AM,58.456,30.279,29.161,84.923,36.553,30.294,28.536
3554,8/25/2023 11:23:47 AM,58.595,30.378,29.084,84.495,36.395,30.310,28.538
3555,8/25/2023 11:23:48 AM,58.324,30.380,28.939,84.388,36.520,30.392,28.532
3556,8/25/2023 11:23:49 AM,58.763,30.241,28.874,84.419,36.142,30.306,28.431
3557,8/25/2023 11:23:50 AM,57.507,30.206,29.044,84.163,37.035,30.337,28.492
3558,8/25/2023 11:23:51 AM,58.314,30.222,29.016,84.186,36.532,30.331,28.530
3559,8/25/2023 11:23:52 AM,57.827,30.224,28.930,83.907,37.212,30.413,28.538
3560,8/25/2023 11:23:53 AM,57.720,30.189,28.924,83.880,36.440,30.327,28.599
3561,8/25/2023 11:23:54 AM,57.599,30.153,28.918,83.696,36.472,30.300,28.351
3562,8/25/2023 11:23:55 AM,58.320,30.272,29.052,83.526,36.605,30.302,28.471
3563,8/25/2023 11:23:56 AM,57.802,30.243,29.052,83.477,38.262,30.251,28.494
3564,8/25/2023 11:23:57 AM,56.789,30.222,29.031,83.743,40.207,30.318,28.502
3565,8/25/2023 11:23:58 AM,55.957,30.239,29.033,84.060,39.205,30.320,28.445
3566,8/25/2023 11:23:59 AM,56.980,30.197,29.064,83.696,38.353,30.373,28.395
3567,8/25/2023 11:24:00 AM,58.319,30.228,28.964,83.690,37.122,30.278,28.418
3568,8/25/2023 11:24:01 AM,58.681,30.230,29.039,83.454,37.932,30.316,28.412
3569,8/25/2023 11:24:02 AM,58.358,30.312,29.033,83.428,37.891,30.348,28.487
3570,8/25/2023 11:24:03 AM,58.677,30.270,28.976,83.407,38.089,30.297,28.510
3571,8/25/2023 11:24:04 AM,59.067,30.346,28.934,83.315,37.032,30.364,28.548
3572,8/25/2023 11:24:05 AM,59.118,30.295,28.942,83.137,37.011,30.329,28.601
3573,8/25/2023 11:24:06 AM,59.695,30.283,28.915,83.139,37.261,30.272,28.441
3574,8/25/2023 11:24:07 AM,59.961,30.144,28.850,83.033,37.036,30.266,28.302
3575,8/25/2023 11:24:08 AM,59.467,30.226,28.873,82.998,37.686,30.421,28.458
3576,8/25/2023 11:24:09 AM,59.389,30.352,28.822,82.949,37.578,30.326,28.422
3577,8/25/2023 11:24:10 AM,58.520,30.331,28.919,83.000,37.047,30.203,28.401
3578,8/25/2023 11:24:11 AM,57.989,30.331,28.860,82.621,37.245,30.270,28.321
3579,8/25/2023 11:24:12 AM,57.062,30.368,28.839,82.621,36.734,30.358,28.351
3580,8/25/2023 11:24:13 AM,55.897,30.251,28.883,82.615,36.990,30.205,28.285
3581,8/25/2023 11:24:14 AM,56.515,30.339,28.883,82.766,37.918,30.345,28.308
3582,8/25/2023 11:24:15 AM,57.537,30.280,28.810,82.795,40.772,30.272,28.250
3583,8/25/2023 11:24:16 AM,57.637,30.398,28.898,83.268,40.539,30.330,28.323
3584,8/25/2023 11:24:17 AM,55.609,30.295,28.957,82.918,39.980,30.383,28.332
3585,8/25/2023 11:24:18 AM,49.466,30.457,28.957,82.875,40.038,30.339,28.420
3586,8/25/2023 11:24:19 AM,48.542,30.471,29.045,82.373,41.056,30.398,28.390
3587,8/25/2023 11:24:20 AM,47.023,30.368,29.089,82.216,38.305,30.368,28.464
3588,8/25/2023 11:24:21 AM,48.195,30.368,29.119,81.958,38.086,30.339,28.376
3589,8/25/2023 11:24:22 AM,48.455,30.295,29.192,81.651,37.993,30.333,28.222
3590,8/25/2023 11:24:23 AM,48.998,30.392,29.083,81.573,38.540,30.297,28.245
3591,8/25/2023 11:24:24 AM,50.702,30.392,29.127,81.467,38.213,30.408,28.298
3592,8/25/2023 11:24:25 AM,51.510,30.421,29.171,81.266,35.966,30.349,28.371
3593,8/25/2023 11:24:26 AM,53.018,30.371,29.150,80.931,35.142,30.255,28.380
3594,8/25/2023 11:24:27 AM,52.615,30.326,29.091,80.724,35.749,30.307,28.653
3595,8/25/2023 11:24:28 AM,53.897,30.341,29.106,80.724,35.428,30.351,28.579
3596,8/25/2023 11:24:29 AM,55.841,30.356,29.135,80.732,35.626,30.345,28.602
3597,8/25/2023 11:24:30 AM,57.360,30.364,29.114,80.697,36.204,30.339,28.611
3598,8/25/2023 11:24:31 AM,57.627,30.490,29.064,80.691,36.533,30.406,28.649
3599,8/25/2023 11:24:32 AM,58.095,30.498,29.043,80.863,37.949,30.391,28.487
3600,8/25/2023 11:24:33 AM,57.391,30.469,29.116,80.820,37.890,30.318,28.546
3601,8/25/2023 11:24:34 AM,57.916,30.492,28.992,80.957,38.861,30.355,28.275
3602,8/25/2023 11:24:35 AM,57.062,30.339,29.074,80.808,38.198,30.320,28.371
3603,8/25/2023 11:24:36 AM,56.745,30.354,29.133,80.673,38.221,30.416,28.365
3604,8/25/2023 11:24:37 AM,57.228,30.465,29.186,80.716,37.667,30.402,28.335
3605,8/25/2023 11:24:38 AM,56.906,30.488,29.091,80.595,38.332,30.351,28.314
3606,8/25/2023 11:24:39 AM,54.706,30.593,29.108,80.309,36.975,30.366,28.329
3607,8/25/2023 11:24:40 AM,56.671,30.440,29.219,80.131,37.334,30.448,28.441
3608,8/25/2023 11:24:41 AM,56.694,30.507,29.095,80.053,36.627,30.471,28.287
3609,8/25/2023 11:24:42 AM,57.105,30.544,28.957,80.004,36.635,30.406,28.325
3610,8/25/2023 11:24:43 AM,57.473,30.538,28.980,79.848,36.535,30.422,28.239
3611,8/25/2023 11:24:44 AM,58.200,30.502,28.944,79.777,36.433,30.378,28.224
3612,8/25/2023 11:24:45 AM,57.799,30.592,29.064,79.498,35.945,30.343,28.056
3613,8/25/2023 11:24:46 AM,58.261,30.565,29.022,79.492,36.099,30.307,28.211
3614,8/25/2023 11:24:47 AM,58.723,30.611,29.082,79.371,36.181,30.301,28.249
3615,8/25/2023 11:24:48 AM,58.949,30.592,29.019,79.294,35.999,30.426,28.213
3616,8/25/2023 11:24:49 AM,59.043,30.586,29.072,79.052,35.402,30.370,28.215
3617,8/25/2023 11:24:50 AM,58.858,30.529,29.044,78.803,36.009,30.261,28.239
3618,8/25/2023 11:24:51 AM,58.803,30.487,29.120,78.653,35.360,30.313,28.188
3619,8/25/2023 11:24:52 AM,58.762,30.460,28.960,78.741,36.078,30.359,28.220
3620,8/25/2023 11:24:53 AM,58.591,30.433,29.036,78.893,36.539,30.353,28.272
3621,8/25/2023 11:24:54 AM,57.760,30.523,29.009,78.852,37.927,30.472,28.289
3622,8/25/2023 11:24:55 AM,57.905,30.437,29.084,78.809,36.862,30.223,28.230
3623,8/25/2023 11:24:56 AM,57.655,30.460,28.990,78.759,37.133,30.363,28.238
3624,8/25/2023 11:24:57 AM,57.010,30.462,28.962,78.618,35.982,30.336,28.226
3625,8/25/2023 11:24:58 AM,56.759,30.529,29.015,78.354,36.385,30.330,28.205
3626,8/25/2023 11:24:59 AM,57.020,30.487,29.046,78.457,38.735,30.435,28.192
3627,8/25/2023 11:25:00 AM,57.474,30.495,29.084,78.866,42.700,30.369,28.289
3628,8/25/2023 11:25:01 AM,57.907,30.586,29.101,79.211,43.616,30.283,28.173
3629,8/25/2023 11:25:02 AM,57.527,30.506,29.153,79.305,43.116,30.306,28.181
3630,8/25/2023 11:25:03 AM,57.012,30.478,29.008,79.113,39.825,30.330,28.293
3631,8/25/2023 11:25:04 AM,57.595,30.443,29.134,78.892,37.983,30.397,28.169
3632,8/25/2023 11:25:05 AM,57.603,30.539,29.157,78.551,37.475,30.311,28.259
3633,8/25/2023 11:25:06 AM,57.778,30.409,29.174,78.430,38.766,30.378,28.297
